source,target,weight,distance
482,2728,54,50064.63487
482,2739,45,60288.79524
482,2743,33,64068.03405
482,2957,29,59121.59335
482,3051,39,45192.77699
482,8428,67,76413.63571
482,8429,97,76758.01141
482,11845,12,107959.7439
483,2846,37,56897.89781
483,7886,52,74548.81028
483,8319,37,75474.74157
483,2847,59,57826.62282
483,7995,37,75015.51819
484,2341,22,21366.44608
484,2846,14,55970.93701
484,4125,14,34724.78848
484,7886,20,74112.7974
484,2847,13,56897.28582
484,3890,26,31205.22685
484,7995,15,74595.58221
484,1380,30,17857.08922
484,3889,13,31348.78408
484,4775,12,38947.21754
484,7963,16,67893.68655
484,4126,77,35053.08325
484,4236,300,35992.86048
484,8415,17,72709.24653
484,4235,99,35673.22501
484,4015,15,33779.22384
484,4237,38,36337.11009
485,1381,61,17856.90482
485,1937,107,25507.86859
486,1602,81,18834.39612
486,2341,91,22634.80498
486,1381,128,16969.84531
486,1807,151,12021.1017
487,1376,733,12020.48515
487,1602,331,17995.59223
487,1378,190,13577.48596
488,1473,295,10278.2128
488,1590,189,10180.42367
488,2028,165,13975.96051
489,1473,265,10798.30008
489,1590,220,10032.46482
489,2028,164,14011.49649
489,5775,87,48288.50236
489,1378,276,12020.2369
489,1381,174,14396.40019
489,1807,282,12144.63547
490,1473,145,11382.34965
490,5775,119,48174.62201
490,1378,91,11293.58355
490,1806,96,12627.39052
591,1590,11,12706.38928
591,2042,13,24654.8724
591,7886,28,74569.62654
591,2847,14,59348.92496
592,1375,45,14739.39229
592,1376,40,15625.4358
592,1486,31,16096.66002
592,1797,30,12063.33451
592,1821,19,21916.00519
592,1929,25,20772.38316
592,1932,17,23282.79266
592,2043,20,24654.61812
592,2566,35,18942.80834
592,2629,28,59657.65549
592,2630,19,60609.78445
592,2846,176,57473.02905
592,2947,31,49564.94419
592,3235,18,24146.34627
592,7886,146,74106.84364
592,8319,65,74891.99509
592,9158,11,79120.71074
592,1133,35,10279.03906
592,1268,42,17058.31156
592,1487,27,16970.54466
592,2406,32,56211.2718
592,2738,185,59020.09141
592,2814,36,29679.54496
592,2815,51,30425.42801
592,2836,62,48241.06068
592,2847,156,58409.66748
592,3234,35,24043.05684
592,4788,52,41159.40639
592,5588,25,64228.58771
592,5657,34,46193.13523
592,7995,62,74549.59227
592,8318,22,74538.97882
592,8420,28,73118.12301
592,2727,51,48754.34243
592,2737,33,58076.16386
592,2813,22,28948.85335
592,2848,76,59348.28734
592,2936,22,39889.27434
592,7885,25,73655.46217
592,7994,26,74114.35193
592,2626,24,56810.59385
592,2628,58,58707.03003
592,2507,33,48013.1013
592,2407,49,57168.60007
592,2623,38,53979.25389
592,6794,19,69868.78252
592,7226,18,68837.42727
592,4825,24,65088.89654
592,2509,79,49884.9567
592,3062,31,54521.23952
592,2677,38,19614.83238
592,8315,17,73551.03636
592,5007,44,42646.00162
592,2515,30,55552.02646
592,2516,23,56502.9132
592,2618,34,49302.6937
592,2622,33,53039.40629
592,2726,45,47836.66841
592,2728,55,49675.09874
592,2739,23,59965.7508
592,2743,26,63764.15248
592,2837,22,49151.18083
592,2838,39,50064.63509
592,2937,19,40741.67382
592,2946,20,48662.56766
592,2948,16,50470.90609
592,2956,44,57827.24435
592,3050,31,43827.62497
592,4264,20,53313.3538
592,8316,20,73868.33766
592,8428,22,75475.52678
592,8429,39,75824.17314
592,3913,20,36555.08223
592,4024,23,37945.91573
592,7334,18,68758.50471
592,2508,21,48947.81099
593,1375,41,13868.44518
593,1376,39,14739.24135
593,2043,19,23811.52827
593,2846,106,56537.86442
593,7886,114,73654.68987
593,8319,56,74538.20366
593,2738,74,58075.5392
593,2815,24,29679.23776
593,2836,18,47333.96552
593,2847,132,57472.41158
593,4568,16,38932.02835
593,7995,40,74113.57573
593,9049,14,78137.42608
593,2737,37,57133.44078
593,2848,32,58409.03923
593,1373,34,12185.59431
593,1806,50,11382.58136
593,2626,22,55864.34834
593,2628,23,57757.36167
593,2623,26,53038.83905
593,1807,46,11684.9583
593,2509,33,48947.28992
593,3062,20,53608.90579
593,4600,20,59089.83557
593,8429,34,75474.74188
594,2341,70,20582.3054
594,2846,36,55604.90587
594,7886,56,73213.36174
594,2847,46,56537.2563
594,1381,211,18352.35387
594,1806,164,11161.48282
594,1807,971,11382.46592
595,1590,154,10278.0036
595,1602,61,19201.2631
595,1700,92,11161.19871
595,2341,34,21225.92351
595,2451,40,21987.11498
595,1807,442,11161.36948
596,2028,137,13130.49538
596,1806,125,10981.33563
597,1378,116,13015.41319
598,2465,121,17233.29825
599,1806,318,11382.23421
600,5775,179,47181.87079
600,6325,117,52147.72226
601,2028,93,13318.55046
601,5775,232,47086.49247
601,1381,134,12184.5889
699,2451,17,17860.16095
699,7886,11,74657.19495
701,601,25,10032.82217
701,2846,11,58076.78735
701,5661,15,46019.50369
701,1572,21,12022.3096
701,2132,16,13016.8741
702,1806,22,10752.27288
702,2677,17,18651.06619
703,1375,66,13393.23142
703,1376,30,14293.01387
703,1590,35,10612.05448
703,1699,37,10798.30016
703,1700,32,11382.34974
703,1821,25,20555.05214
703,1929,22,19382.54649
703,2629,32,58408.71785
703,2809,35,24796.06396
703,2846,148,56193.25295
703,3235,24,23048.08799
703,3914,29,35741.51028
703,4245,13,38763.88464
703,7886,98,72763.27523
703,8319,36,73603.28661
703,9158,19,78322.57225
703,9268,17,79302.78881
703,2693,15,20555.90112
703,2738,175,57757.36192
703,2814,38,28269.36566
703,2815,57,29017.1641
703,2824,20,36292.90796
703,2836,55,46921.76069
703,2847,182,57133.44103
703,3234,35,22983.24944
703,4685,24,42114.98263
703,5657,26,45101.23275
703,7995,29,73214.13062
703,9049,13,77155.33391
703,2703,32,26859.65475
703,2737,41,56809.98375
703,2813,28,27537.43418
703,2835,24,46010.81998
703,2848,57,58075.53945
703,2936,27,38516.6741
703,7778,17,72810.40865
703,7885,17,72317.27576
703,7994,17,72784.58422
703,8939,13,76173.66554
703,1698,24,10278.21288
703,1806,22,10422.75039
703,2628,54,57454.76146
703,4362,25,43851.98955
703,5921,32,67050.04714
703,2407,48,55935.31979
703,2623,33,52709.13891
703,6794,18,68471.34127
703,3151,22,35544.51217
703,1807,111,10752.16397
703,2509,65,48610.31709
703,8306,22,70092.31276
703,2515,33,54300.36806
703,2726,41,46527.31871
703,2728,52,48374.33135
703,2739,24,58706.39812
703,2743,42,62517.59965
703,2838,43,48753.82423
703,2937,18,39373.49037
703,2948,26,49150.65841
703,2956,45,56537.86466
703,3046,29,39043.3565
703,3050,21,42465.03189
703,4373,27,51758.37029
703,8316,25,72602.60647
703,8428,29,74196.93489
703,8429,32,74538.20397
703,4024,27,36554.70446
703,3701,21,38826.8716
703,3820,25,46314.20227
704,1806,159,10180.83875
704,1807,922,10422.64468
705,1700,231,10278.00364
705,1806,1125,10032.87437
705,1807,3058,10180.73538
706,1378,137,13392.8185
706,1807,256,10032.77237
708,2028,193,11979.39478
708,2340,89,23392.63577
708,2341,172,22634.57738
708,2450,221,24044.01466
708,2451,151,23307.14523
708,2465,129,16251.11674
708,1806,176,10180.63175
708,2561,290,24002.40454
709,1602,53,15236.94637
709,2341,53,23392.40169
710,2465,80,16734.35586
710,1381,93,12507.48021
710,1806,141,10751.83564
710,1807,121,10422.32604
711,2686,40,18649.36799
711,5775,61,46091.9343
711,2468,43,16250.61871
711,2577,48,17434.08286
711,3265,28,33179.26612
712,482,28,10180.63052
712,1826,24,17173.14949
712,2686,17,18940.89203
712,1381,114,10797.13234
712,1805,34,12185.53278
712,5261,14,56475.02627
808,379,11,11685.13424
809,2918,16,26823.77256
811,1701,24,12784.51806
811,6185,12,51465.31901
811,2452,12,17464.84063
811,1378,14,17689.34109
811,1806,29,10278.42115
811,2456,28,15785.75267
811,1570,29,13017.65205
811,2113,15,21599.61619
812,1376,17,14840.3873
812,1797,14,10278.83459
812,1913,14,10033.17893
813,2846,11,55864.34883
813,7886,14,71874.66703
813,1268,16,15497.1174
813,2738,19,57454.76171
813,2815,11,28374.76626
813,2847,17,56809.984
814,1375,41,12062.11138
814,1602,31,19279.04801
814,2846,68,54919.95731
814,7886,40,71422.35956
814,2738,60,56501.69823
814,2847,61,55863.74796
814,3234,22,21963.11736
814,1817,21,15783.83147
814,1916,22,10180.83879
814,2848,33,56809.37226
814,2628,25,56210.06309
814,5921,15,65638.28101
814,4331,19,32086.92094
816,1378,165,12977.14281
818,2028,668,10981.1119
818,2341,222,21986.78353
818,2450,204,23392.63585
818,2451,276,22634.57746
818,2465,425,15271.02551
818,2561,255,23307.14532
819,2028,183,11026.33866
820,2686,65,17434.26124
820,2561,35,24798.70668
821,2686,34,17689.52739
821,1381,44,11160.21998
821,4224,18,31726.08836
822,6882,17,55800.52324
823,3127,35,21802.38071
917,597,12,10423.01239
917,598,16,11382.80994
917,601,17,14293.81401
917,1932,20,26524.61196
918,1932,16,25587.45945
919,599,30,10422.802
919,600,14,11382.57989
919,709,16,10180.94073
919,2834,12,48014.62645
920,6988,11,57770.57035
920,2834,19,47081.97068
920,5776,11,46738.3978
920,1130,13,10181.85775
920,3016,15,19891.65539
921,1699,18,10612.21611
921,1378,16,17433.9884
921,2456,12,14841.96583
921,2118,14,17002.44891
922,3239,11,22098.49605
922,5451,12,45109.26731
923,1243,24,10423.43023
923,1598,13,16127.33692
923,4880,15,36065.13118
923,2439,14,27741.88133
924,1243,24,11383.26681
924,1797,18,10612.69798
924,2846,18,54601.63092
924,1270,24,16250.19658
924,1487,11,13904.11317
924,2847,18,55550.83354
924,5967,11,48962.73773
924,2356,13,13130.76252
924,1353,19,11685.72128
924,4331,12,31093.08052
924,8528,41,70282.90292
925,2465,18,13976.38751
925,2846,32,53653.6024
925,7886,16,70084.2481
925,2738,15,55253.58097
925,2836,14,44300.30689
925,2847,21,54601.04296
925,3241,13,21802.82733
926,2452,12,19766.78685
926,1817,11,13577.62621
926,3677,12,24977.41293
926,7752,14,62182.05576
927,1688,129,11382.81062
927,2028,288,10032.6702
927,2450,65,21987.00336
927,2465,143,14118.13999
928,1688,77,12186.21314
928,2138,92,10981.11194
928,2341,61,21366.01708
928,2450,46,22766.41566
928,2451,51,21986.78361
928,2465,100,14293.45456
928,2466,83,14117.99629
928,2686,51,16096.99248
928,2356,72,13130.49553
928,2561,47,22634.57755
929,2028,121,10032.56772
930,2028,144,10180.42383
931,2028,48,10422.21939
931,1910,68,14188.62535
932,152,48,12185.71845
932,1683,22,20214.80882
932,1821,18,12019.86252
932,1826,15,16094.9922
932,2401,11,41028.82782
932,2686,11,17058.4908
932,3876,34,37422.34555
932,6107,11,47180.89467
932,8420,21,68345.766
932,1134,11,18080.584
932,3900,18,27026.65353
932,6766,18,53056.19165
932,6661,16,52677.86115
933,7123,12,63407.11395
933,7326,13,59329.90982
933,7014,13,63012.78877
1019,268,11,20215.6195
1019,1809,14,21155.15065
1021,378,14,17998.34196
1021,815,13,14119.27405
1021,818,19,17089.3141
1025,485,17,11162.04413
1025,705,26,10423.2218
1028,2450,13,15240.26907
1029,378,57,10798.5731
1029,379,50,11642.35109
1029,488,48,10278.42036
1029,600,52,11685.01611
1029,601,21,12627.77433
1029,1700,37,12508.89268
1029,2450,80,15786.37903
1029,2451,30,15240.11844
1029,2465,29,14294.10536
1029,2686,21,16525.44404
1029,2328,13,24149.92891
1029,2468,18,15784.95914
1029,3894,18,26432.68357
1029,3893,19,26262.58562
1029,3775,17,25277.30738
1030,379,70,10798.46385
1030,489,68,10278.31637
1030,490,29,11161.48155
1030,600,34,10752.16288
1030,1150,38,10032.92421
1030,1679,34,12510.14446
1030,2450,25,16375.19595
1030,2219,14,23670.19561
1030,1129,37,11027.88961
1031,2341,11,15595.56004
1031,2355,17,12628.03189
1031,2450,14,17002.28161
1031,2563,18,16098.61223
1031,2356,29,12978.27086
1031,2468,19,14739.99461
1031,2452,21,15786.0662
1031,2455,13,14294.67821
1031,1377,14,16250.69766
1033,1683,17,11643.05296
1033,2347,21,13394.45426
1034,2992,20,28380.78826
1034,2357,14,12348.39194
1034,4003,11,26973.35286
1036,2846,11,52394.69033
1036,7886,23,68749.10374
1036,2738,11,54013.53219
1036,2847,15,53345.82113
1036,1817,17,13015.54763
1037,1598,26,12061.73915
1037,1688,24,10798.68234
1037,2138,46,10032.67024
1037,2465,36,13130.62924
1037,2686,22,15007.71247
1037,6433,11,49280.20643
1037,1244,30,13131.3561
1037,2576,22,14011.78269
1037,4347,16,31567.17914
1037,4126,13,29359.32549
1037,4236,71,30311.22451
1037,1899,17,19665.87091
1037,3121,17,19891.45446
1038,2450,54,22167.48634
1038,2465,63,13318.95885
1038,5442,32,40129.65578
1039,2138,50,10032.56776
1039,2450,37,22984.16532
1040,2686,122,15497.51812
1041,1243,40,18080.76633
1041,2451,46,23814.44075
1041,3235,96,20844.75866
1042,4334,12,30995.03554
1128,263,15,16972.93962
1128,599,14,21552.02353
1128,2450,17,12146.9393
1128,1886,15,13872.15608
1128,1477,31,19204.38165
1128,2561,19,13321.21645
1129,818,15,19204.18997
1129,1030,45,11027.88961
1129,1250,13,11027.88965
1129,2341,13,11163.15025
1129,2450,24,12023.13955
1129,2451,20,12146.82074
1129,3235,20,24799.57671
1129,5443,20,45717.59887
1129,1478,31,19204.19019
1129,2356,13,20215.8233
1129,1798,13,10799.65137
1129,2561,22,13132.72399
1130,3125,12,23392.98867
1131,592,15,12063.69401
1132,1143,14,10982.2735
1132,1479,14,17234.3381
1133,377,35,15626.86026
1133,818,72,15271.94772
1133,927,59,14118.99188
1133,1473,38,10423.43031
1133,2341,75,11162.93151
1133,2450,82,12350.11777
1133,2451,94,12146.58272
1133,3578,17,33245.29572
1133,2568,35,13906.22063
1133,2561,56,13132.46665
1133,4995,16,36939.82315
1133,2579,28,20581.58347
1134,486,32,13394.45239
1134,489,27,16128.81235
1134,599,18,15785.27458
1134,705,57,11685.6044
1134,708,23,14536.24596
1134,818,24,14294.24639
1134,1699,21,15785.27488
1134,2341,38,11383.94512
1134,2450,27,12629.41518
1134,2451,23,12349.99647
1134,2546,17,22170.5349
1134,3235,41,21918.6819
1134,2561,20,13320.82491
1134,5574,21,56467.83415
1135,486,12,12509.39683
1135,487,31,13394.31802
1135,705,20,10752.70487
1136,374,18,10612.7508
1136,818,11,12348.82694
1136,929,15,13131.09196
1136,2028,12,14398.31483
1136,2562,14,13580.02474
1136,6204,16,46614.07084
1136,5641,33,41238.83313
1137,486,13,10798.79086
1137,487,12,11642.58615
1137,489,12,13394.04831
1137,597,11,11161.81997
1137,818,17,11382.81003
1137,2450,11,13870.60736
1137,1478,27,11382.81016
1137,1380,17,23047.02009
1137,4331,11,29226.95367
1138,379,15,13016.60978
1138,487,25,10798.68213
1138,599,14,12062.84797
1138,818,16,10422.9074
1138,1381,23,23046.78408
1139,379,66,12186.08976
1139,488,80,10798.57315
1139,489,57,11642.35114
1139,598,73,10278.4204
1139,599,87,11161.59466
1139,1150,74,10981.50142
1139,2450,79,14976.27415
1139,2451,40,14399.32221
1139,2563,50,14294.96259
1139,3235,31,19891.85606
1139,6440,14,52301.96166
1139,1378,67,19072.06343
1139,1381,37,22052.32741
1139,1817,19,18941.08007
1140,379,41,11382.58035
1140,599,56,10278.31641
1140,1040,63,10032.92421
1140,2246,27,11642.4699
1140,2451,23,14976.12595
1140,3235,31,19614.24177
1140,6512,18,52120.74934
1140,2357,39,13016.61119
1140,3125,22,18650.50452
1140,4990,14,34942.73141
1140,3480,14,36554.11881
1141,2467,20,13393.9149
1141,5219,11,37791.13935
1142,1376,16,14117.70487
1143,2465,27,12145.12963
1144,2450,16,18409.46492
1144,2451,16,17663.29519
1144,2465,20,12021.34611
1144,2686,19,14118.28346
1144,1380,12,16096.1629
1144,2016,23,11295.19523
1145,1682,13,13905.80349
1145,1599,11,14534.61871
1145,1381,18,16095.99669
1146,2465,15,12021.22419
1146,2846,15,52099.18451
1146,2455,19,16252.10034
1146,2576,16,12977.94241
1146,3121,12,18650.31629
1147,2450,12,20774.90868
1147,2465,20,12144.88329
1147,2466,15,12021.10198
1147,2846,13,51143.76956
1147,2738,14,52782.11942
1147,2847,13,52098.62222
1147,2356,25,11026.5638
1147,2576,17,13016.21584
1147,4016,31,27465.402
1147,8861,52,71259.29023
1148,1683,18,15785.43342
1148,2465,45,12348.26645
1148,2686,25,14117.9964
1148,3235,17,19202.64903
1148,2356,20,11161.25609
1148,3993,11,29967.38987
1148,3995,11,29020.8775
1149,2465,51,12627.51966
1149,1244,45,15008.46791
1149,2262,23,16371.78857
1149,3384,22,40234.24757
1149,8968,19,71441.22122
1150,2465,96,12977.74379
1150,2809,97,17461.64903
1150,2561,49,22983.93513
1151,2341,12,22787.8376
1151,2469,18,12144.38703
1151,2357,21,11684.48221
1152,3235,13,20213.58432
1152,5765,12,42506.00816
1154,2576,16,15237.81429
1155,374,21,13015.81485
1155,377,13,10611.56546
1155,485,15,11641.63927
1155,486,24,10797.80283
1155,2028,20,10611.51131
1155,2576,16,15783.83319
1156,376,23,12185.21942
1156,378,60,10611.45614
1156,485,11,12508.12667
1156,486,70,11641.51963
1156,487,110,10797.69173
1156,597,48,10277.58144
1156,706,31,10751.50391
1156,1473,11,13318.5483
1156,2809,16,15269.29327
1157,1805,27,13392.95668
1158,487,11,12507.86896
1158,9049,13,77491.07526
1158,1805,12,14292.72031
1158,7988,12,62683.65869
1158,7768,13,60713.70621
1238,263,13,17465.01082
1238,2450,11,11163.25925
1238,4668,19,36832.09067
1239,709,20,20581.99224
1239,1041,15,22054.56395
1239,1360,27,11027.88969
1239,2340,23,10034.47311
1239,2341,20,10182.35969
1239,2450,18,11028.43284
1239,2451,24,11163.15029
1239,4112,11,29022.61578
1240,818,14,18409.09497
1240,927,14,17234.68289
1240,1699,12,19384.80664
1240,2341,25,10034.37505
1240,2450,16,10983.08772
1240,2451,27,11028.32506
1240,2563,22,12350.11782
1240,3345,17,24168.42496
1241,487,27,17435.84208
1241,599,12,18942.61282
1241,818,14,17435.75441
1241,5870,23,42885.10061
1241,2561,18,11981.43302
1242,488,12,17435.66761
1242,928,12,16252.17918
1242,1041,17,19073.41738
1242,1473,11,11162.32286
1242,1590,16,18218.2392
1242,2341,20,10034.27673
1242,2450,22,11163.04106
1242,2451,14,11028.21701
1242,2561,20,12022.90429
1242,2437,12,18573.46361
1242,2454,28,11162.82177
1243,378,22,16972.09362
1243,379,24,17859.08865
1243,482,15,11383.38068
1243,485,33,13869.84831
1243,599,36,17059.87055
1243,705,33,12978.85591
1243,710,22,17690.77804
1243,818,68,15498.69108
1243,927,30,14294.38983
1243,1041,37,18080.76633
1243,1473,12,10181.55446
1243,1590,22,17234.16507
1243,2114,21,12023.25573
1243,2341,40,10182.16016
1243,2436,12,20218.39839
1243,2450,91,11384.05697
1243,2451,74,11162.93155
1243,2562,47,12022.7862
1243,2563,21,11981.19765
1243,3578,55,32594.40298
1243,3579,23,33364.81998
1243,6511,11,49402.63568
1243,2568,18,12979.30995
1243,2452,34,11028.10869
1243,1378,11,24977.65015
1243,2342,12,10034.17818
1243,924,20,11383.26681
1243,2561,43,12146.58276
1243,1492,13,29019.09274
1243,3014,14,19385.00555
1243,4879,22,33487.47251
1244,489,102,16525.60689
1244,599,110,16128.81241
1244,818,274,14536.24601
1244,2340,51,10753.55953
1244,2450,271,11686.47498
1244,2451,252,11383.94516
1244,2466,88,16252.18146
1244,3886,35,24044.97979
1244,6773,19,57701.79383
1244,2561,128,12349.99651
1244,4224,22,28745.53318
1244,3906,32,32502.71421
1245,489,30,15626.54642
1245,1039,49,14118.70832
1245,2450,40,12064.17253
1245,2451,46,11686.36005
1245,2357,39,15594.78105
1245,2561,66,12629.29102
1245,7196,28,55018.53042
1246,489,45,14740.29025
1246,600,43,15206.16083
1246,928,39,12348.82699
1246,1039,47,13131.09201
1246,2451,73,12064.05374
1246,5641,27,40247.92902
1247,487,62,12186.33579
1247,818,52,11685.25236
1247,3578,15,29647.62858
1247,1478,48,11161.7637
1247,5980,15,43034.64039
1248,487,17,11382.81044
1248,1039,33,11161.65096
1248,2138,15,12784.90677
1248,2351,11,10423.27529
1248,7080,13,52951.471
1249,599,37,11642.35118
1249,2138,28,12021.46671
1249,2247,22,12021.52764
1249,2450,17,14190.18992
1249,2468,16,14188.9136
1249,1378,17,18993.52341
1249,1601,11,22165.01263
1251,1375,39,14011.56535
1251,2450,48,15531.58904
1251,2451,37,14842.33403
1251,2223,22,20093.27015
1251,2468,41,13016.47955
1251,2577,79,13393.91495
1251,2561,66,15595.56016
1251,3021,21,18835.94655
1251,4474,19,43851.97906
1252,5885,11,43890.17327
1253,1267,21,13975.6715
1253,1793,13,11162.26755
1254,1375,18,11026.22437
1254,1683,19,11685.72142
1254,2450,19,17775.88938
1254,1489,17,15106.21563
1254,1380,21,16003.03102
1254,1793,24,12063.45403
1255,2465,11,10981.4474
1255,2562,22,17663.11916
1256,2465,11,11026.67595
1256,4774,11,32008.36362
1256,4446,18,28950.79555
1257,1682,12,15498.8466
1257,2341,13,18837.27249
1257,2465,33,11161.36974
1257,2356,26,10032.77257
1257,3011,13,17059.35918
1257,3119,13,18756.98439
1258,7318,22,55802.84264
1258,8861,13,70088.69984
1258,8968,23,70585.63465
1259,2465,26,11684.72098
1259,2546,18,35059.2143
1259,2686,19,13318.82322
1259,8861,13,69910.40319
1259,8968,27,70451.03127
1260,1246,15,13976.66732
1260,2466,30,11684.60176
1260,2546,39,35998.97625
1260,2686,11,13578.11547
1260,3235,22,18649.55887
1260,6324,18,46092.41117
1260,5033,16,47290.88569
1260,4922,18,45879.78427
1261,1029,16,12145.0046
1261,2469,13,11160.91368
1261,2356,12,11161.08495
1262,2686,30,14293.0895
1262,1354,23,17997.70864
1263,3235,13,19663.69082
1263,2463,15,14840.54094
1265,372,22,15238.0463
1265,378,42,10611.51102
1265,482,26,14739.39223
1265,486,95,11381.88358
1265,487,92,10611.5655
1265,2450,24,27267.60631
1265,7069,12,58936.07193
1265,4334,11,30031.0987
1265,2834,12,32139.92034
1265,2851,12,47985.35623
1265,6892,11,53657.74493
1266,153,11,16372.80235
1266,268,19,12020.42333
1266,269,27,11381.6494
1266,377,20,12020.4851
1266,378,84,11293.81703
1266,379,138,10611.40157
1266,482,11,15625.43574
1266,485,16,13015.6813
1266,486,52,12185.21947
1266,487,124,11381.76647
1266,488,63,10611.45619
1266,597,27,10797.69177
1266,706,19,11160.79753
1266,707,14,10277.58148
1266,815,13,11684.30087
1266,1688,13,18407.60893
1266,2465,23,15529.23791
1266,2686,23,16372.552
1266,1474,32,12144.38511
1266,1348,14,27971.42158
1266,2475,13,11025.5428
1266,1805,64,12061.98776
1266,2158,21,14395.34517
1267,379,20,11293.70041
1267,486,27,13015.54737
1267,487,35,12185.09394
1267,488,14,11381.64908
1267,489,25,10611.34661
1267,598,16,10797.58041
1267,927,18,10421.95035
1267,2028,19,11381.64939
1267,2686,11,16999.53306
1267,1474,14,13130.02289
1267,8420,11,64950.41504
1267,1805,19,12977.2767
1268,378,55,12783.60038
1268,379,77,12020.23685
1268,482,78,17433.89939
1268,485,21,14738.93834
1268,486,42,13868.01755
1268,487,27,13015.41313
1268,489,53,11381.53141
1268,592,56,17058.31156
1268,593,26,16127.33672
1268,598,31,11641.27954
1268,599,41,10797.46877
1268,818,68,10751.28217
1268,2809,27,14010.04668
1268,3689,17,21982.51332
1268,4678,96,30943.57233
1268,8311,20,63952.6478
1268,9158,21,77869.95658
1268,3234,21,22763.64855
1268,4788,22,31941.75214
1268,9049,15,76565.94952
1268,1684,12,24289.75213
1268,4349,14,27966.70548
1268,3230,14,25411.86631
1268,3120,12,24716.06311
1268,2157,59,12019.10557
1268,2825,17,21980.64747
1268,7988,49,61698.47136
1268,3031,198,16248.93309
1268,7329,15,55983.8719
1268,3470,24,20062.95411
1268,7768,71,59729.38518
1269,375,75,16096.16362
1269,482,47,18352.73192
1269,592,37,17996.33431
1269,600,60,10797.35688
1269,818,52,11683.93934
1269,4678,76,30959.50575
1269,9158,19,78258.95665
1269,3234,31,23389.67158
1269,4788,36,31957.17761
1269,8721,21,73415.022
1269,9049,22,76948.59902
